error,gral__codigo_catastral,gral__fecha_aprobacion,gral__informe,gral__normativa_segun_informe,gral__patron_de_asentamiento,gral__zona_referencial,identificador_b64,otro__arquitecto_reponsable,otro__tipo_de_obra,otro__tipo_de_proyecto,par__ale_sub_area_de_lote_edificable,par__altillo,par__amc_sub_area_maxima_a_cubrir_sub_sotano,par__ame_sub_area_maxima_a_edificar_sub_zocalo,par__amf_sub_altura_maxima_de_fachada_sub_sotano,par__amv_sub_area_minima_verde,par__fml_sub_frente_minimo_de_lote,par__fondo,par__lateral_1,par__lateral_2,par__mezzanine,par__nmp_sub_numero_minimo_de_parqueos,par__rme_sub_retiro_minimo_de_edificacion_torre_sub_frontal,par__rme_zocalo_sub_retiro_minimo_de_edificacion_zocalo_sub_frontal,par__semisotano,par__torre,par__voladizo_sub_voladizo_sobre_retiro_frontal,par__zocalo,url
,022 0023 0002 0000,06/nov./2018,DATC PIAC CAMACHO 896,,6Z - d1,SAN JORGE,MDIyMDAyMzAwMDIwMDAwfDUwNjR8MjAxOA==,JIMMY ORLANDO CALDERON CUELLAR,Construcción Nueva,Residencial Mixta,670.45 m2,0 plantas,580.38 m2,0.00 m2,2 plantas,116.32 m2,47.01 ml,5.50 ml,0.00 ml,5.50 ml,0.00 m2,34 unidades,3.00 ml,3.00 ml,1 plantas,25 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIyMDAyMzAwMDIwMDAwfDUwNjR8MjAxOA==
,044 1005 0004 0000,04/dic./2018,DATC PIAC SUR 1804,,4PO - d19,URB. CASEGURAL,MDQ0MTAwNTAwMDQwMDAwfDUwNzF8MjAxOA==,MAGGIN OMAR HELGUERO MUNGUIA,Construcción Nueva,Residencial,300.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,94.60 m2,15.10 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,2.40 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTAwNTAwMDQwMDAwfDUwNzF8MjAxOA==
,044 0691 0012 0000,30/nov./2018,DATC PIAC SUR 1792,,4P - d18,LOS ROSALES,MDQ0MDY5MTAwMTIwMDAwfDUwNzJ8MjAxOA==,ANDREA PAZ ARAMAYO,Construcción Nueva,Residencial,582.85 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,226.61 m2,45.54 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,4 unidades,9.20 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDY5MTAwMTIwMDAwfDUwNzJ8MjAxOA==
,044 0129 0010 0000,13/dic./2018,PIAC SUR 1849,,4CP - d19,CALACOTO (SAN MIGUEL),MDQ0MDEyOTAwMTAwMDAwfDUwNzZ8MjAxOA==,CARLOS DAVID GONZALES  VARGAS,Construcción Nueva,Residencial,240.00 m2,0 plantas,240.00 m2,0.00 m2,1 plantas,48.16 m2,12.00 ml,3.00 ml,0.00 ml,0.00 ml,0.00 m2,6 unidades,3.00 ml,7.00 ml,1 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDEyOTAwMTAwMDAwfDUwNzZ8MjAxOA==
,044 0613 0006 0000,07/dic./2018,PIAC SUR 1848,,4P - d18,IRPAVI PLAYON,MDQ0MDYxMzAwMDYwMDAwfDUwODJ8MjAxOA==,PATRICIA AVILA KULJIS,Construcción Nueva,Residencial,300.00 m2,0 plantas,180.55 m2,0.00 m2,1 plantas,95.46 m2,14.90 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,4 unidades,3.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDYxMzAwMDYwMDAwfDUwODJ8MjAxOA==
,006 0631 0019 0000,14/nov./2018,DATC SERMAT II 711/2018,,2 - d12,27 DE MAYO,MDA2MDYzMTAwMTkwMDAwfDUwOTh8MjAxOA==,JAVIER ANTONIO GONZALES TARQUI,Construcción Nueva,Residencial Mixta,144.02 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,25.52 m2,8.97 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDYzMTAwMTkwMDAwfDUwOTh8MjAxOA==
,044 1744 0019 0000,07/dic./2018,DATC PIAC SUR 1847,,4P - d19,CALACOTO,MDQ0MTc0NDAwMTkwMDAwfDUxMDh8MjAxOA==,ABIGAIL VARGAS  ESPEJO,Construcción Nueva,Residencial Mixta,308.95 m2,0 plantas,234.05 m2,0.00 m2,1 plantas,92.91 m2,18.61 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,6 unidades,3.10 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTc0NDAwMTkwMDAwfDUxMDh8MjAxOA==
,024 0004 0001 0000,12/nov./2018,DATC PIAC CAMACHO 911/2018,DATC-UACT- N°1972/2014,,CENTRAL,MDI0MDAwNDAwMDEwMDAwfDUxMTN8MjAxOA==,JOSE LUIS NINA ARAMAYO,Construcción Nueva,Residencial,null m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,67.37 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI0MDAwNDAwMDEwMDAwfDUxMTN8MjAxOA==
,044 0177 0032 0000,14/dic./2018,DATC PIAC SUR 1853,,4P - d19,COTA COTA,MDQ0MDE3NzAwMzIwMDAwfDUxMTV8MjAxOA==,RUTH XIMENA CHURA RAMOS,Construcción Nueva,Residencial,600.00 m2,0 plantas,425.75 m2,0.00 m2,1 plantas,180.06 m2,19.23 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,11 unidades,4.00 ml,0.00 ml,1 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDE3NzAwMzIwMDAwfDUxMTV8MjAxOA==
,031 1017 0013 0000,12/nov./2018,DATC PIAC CAMACHO 912/2018,,3 - d4,TEMBLADERANI,MDMxMTAxNzAwMTMwMDAwfDUxMjd8MjAxOA==,ERICK GUSTAVO CLAVIJO RODRIGUEZ,Construcción Nueva,Residencial Mixta,131.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,39.40 m2,21.90 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,1.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMTAxNzAwMTMwMDAwfDUxMjd8MjAxOA==
,020 0758 0008 0000,14/nov./2018,SERMAT II Nº704/2018,,3 - d15,VILLA SAN ANTONIO,MDIwMDc1ODAwMDgwMDAwfDUxMzB8MjAxOA==,JULIO CONDE  CONDE,Construcción Nueva,Residencial,256.51 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,80.18 m2,16.26 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,2.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDc1ODAwMDgwMDAwfDUxMzB8MjAxOA==
,025 0022 0002 0000,08/nov./2018,DATC PIAC CAMACHO 902/2018,,3C - d6,SAN PEDRO BAJO,MDI1MDAyMjAwMDIwMDAwfDUxMzR8MjAxOA==,EDWIN FREDDY ARRATIA  MAYTA,Construcción Nueva,Residencial Mixta,161.40 m2,0 plantas,159.52 m2,0.00 m2,1 plantas,19.70 m2,8.40 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,6 plantas,0.70 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI1MDAyMjAwMDIwMDAwfDUxMzR8MjAxOA==
,020 0500 0031 0000,18/dic./2018,DATC SERMAT II Nº829/2018,,3 - d16,VILLA SALOME,MDIwMDUwMDAwMzEwMDAwfDUxMzd8MjAxOA==,ISAMEL ZACARIAS ALEGRIA ZEGARRA,Construcción Nueva,Residencial,215.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,64.50 m2,29.57 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDUwMDAwMzEwMDAwfDUxMzd8MjAxOA==
,006 0022 0059 0000,12/nov./2018,PIAC CAMACHO 913/2018,,3F - d2,MIRAFLORES,MDA2MDAyMjAwNTkwMDAwfDUxNDB8MjAxOA==,PASTOR BAUTISTA MAMANI,Construcción Nueva,Residencial,199.67 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,60.25 m2,11.08 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDAyMjAwNTkwMDAwfDUxNDB8MjAxOA==
,044 0077 0018 0000,07/dic./2018,DATC PIAC SUR 1815,,4A - d19,CALACOTO,MDQ0MDA3NzAwMTgwMDAwfDUxNDV8MjAxOA==,DIEGO MARCELO PEREZ SAAVEDRA,Construcción Nueva,Residencial,596.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,240.94 m2,22.97 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,5 unidades,3.50 ml,0.00 ml,1 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDA3NzAwMTgwMDAwfDUxNDV8MjAxOA==
,011 0059 0023 0000,28/nov./2018,DATC PIAC CAMACHO 935/2018,,3 - d8,EL TEJAR,MDExMDA1OTAwMjMwMDAwfDUxNTB8MjAxOA==,WALTER LIMACHI CONDORI,Construcción Nueva,Residencial Mixta,143.21 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,43.01 m2,49.42 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.70 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDExMDA1OTAwMjMwMDAwfDUxNTB8MjAxOA==
,031 0302 0025 0000,28/nov./2018,DATC PIAC CAMACHO 950,,2,LLOJETA,MDMxMDMwMjAwMjUwMDAwfDUxNTF8MjAxOA==,ALEX ENRIQUE CASTILLO MUÑOZ,Construcción Nueva,Residencial,400.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,13.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,0.00 ml,0.00 ml,1 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDMwMjAwMjUwMDAwfDUxNTF8MjAxOA==
rechazada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTA1MzAwMDIwMDAwfDUxNjh8MjAxOA==
,038 0020 0005 0000,07/nov./2018,DATC PIAC CAMACHO 905,DATC-UATC Nº0473/2018,,MUNAYPATA,MDM4MDAyMDAwMDUwMDAwfDUxNzN8MjAxOA==,MIGUEL PABLO CAMPOS SALGADO,Construcción Nueva,Residencial,null m2,0 plantas,0.00 m2,0.00 m2,0 plantas,22.06 m2,3.73 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.78 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM4MDAyMDAwMDUwMDAwfDUxNzN8MjAxOA==
,029 0103 0034 0000,27/nov./2018,DATC PIAC CAMACHO 943/2018,,3F - d3,SOPOCACHI,MDI5MDEwMzAwMzQwMDAwfDUxOTB8MjAxOA==,WALTER SAAVEDRA HUANCA,Construcción Nueva,Residencial Mixta,728.90 m2,0 plantas,321.56 m2,0.00 m2,1 plantas,348.49 m2,43.11 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,16 unidades,3.00 ml,0.00 ml,0 plantas,6 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI5MDEwMzAwMzQwMDAwfDUxOTB8MjAxOA==
,044 1801 0001 0000,14/dic./2018,DATC PIAC SUR 1895,,4P - d18,IRPAVI,MDQ0MTgwMTAwMDEwMDAwfDUyMDN8MjAxOA==,TUPAC ANDRES SORIANO  PEREZ,Construcción Nueva,Residencial,306.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,128.26 m2,24.10 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTgwMTAwMDEwMDAwfDUyMDN8MjAxOA==
,044 0511 0015 0000,20/dic./2018,DATC PIAC SUR 1894,,4P - d19,CHASQUIPAMPA,MDQ0MDUxMTAwMTUwMDAwfDUyMTh8MjAxOA==,INOCENCIO PACAJES MAMANI,Construcción Nueva,Residencial,119.28 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,36.49 m2,14.51 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,3.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDUxMTAwMTUwMDAwfDUyMTh8MjAxOA==
,018 0332 0002 0000,30/nov./2018,DATC PIAC CAMACHO 956,,1 - d10,9 DE ABRIL - SAGRADO CORAZON DE JESUS,MDE4MDMzMjAwMDIwMDAwfDUyMzZ8MjAxOA==,RODOLFO PRIMITIVO MURILLO TORREZ,Construcción Nueva,Residencial,210.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,63.00 m2,9.97 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,2 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE4MDMzMjAwMDIwMDAwfDUyMzZ8MjAxOA==
,034 0066 0002 0000,20/dic./2018,DATC SERMAT II Nº833/2018,,3 - d17,CUARTO CENTENARIO,MDM0MDA2NjAwMDIwMDAwfDUyMzd8MjAxOA==,POLICARPIO RENE MARIN ALVAREZ,Construcción Nueva,Residencial,197.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,59.75 m2,19.80 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM0MDA2NjAwMDIwMDAwfDUyMzd8MjAxOA==
,011 0025 0006 0000,20/nov./2018,PIAC CAMACHO 932/2018,,3 - d7,EL TEJAR,MDExMDAyNTAwMDYwMDAwfDUyNDJ8MjAxOA==,CARLOS WILSON LEMA RAMOS,Construcción Nueva,Residencial Mixta,165.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,50.25 m2,5.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDExMDAyNTAwMDYwMDAwfDUyNDJ8MjAxOA==
,020 0574 0013 0000,22/nov./2018,DATC SERMAT II Nº744/2018,,3 - d15,VILLA SAN ANTONIO,MDIwMDU3NDAwMTMwMDAwfDUyNDN8MjAxOA==,NARDA BELKA RODRIGUEZ DE MALAGA,Construcción Nueva,Residencial,170.13 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,51.61 m2,1.21 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,5.53 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDU3NDAwMTMwMDAwfDUyNDN8MjAxOA==
,029 0045 0003 0000,28/nov./2018,DATC PIAC CAMACHO 952/2018,,3 - d3,SOPOCACHI,MDI5MDA0NTAwMDMwMDAwfDUyNjJ8MjAxOA==,RAMIRO RENGEL MARTINEZ,Construcción Nueva,Residencial,204.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,75.62 m2,12.05 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.40 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI5MDA0NTAwMDMwMDAwfDUyNjJ8MjAxOA==
,031 0378 0010 0000,22/nov./2018,PIAC CAMACHO 933/2018,,2 - d4,PASANKERI,MDMxMDM3ODAwMTAwMDAwfDUyNzh8MjAxOA==,ERNESTO ABEL LIA HUAYLLA,Construcción Nueva,Residencial,168.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,17.40 m2,9.06 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDM3ODAwMTAwMDAwfDUyNzh8MjAxOA==
,020 0603 0009 0000,30/nov./2018,DATC SERMAT II 773/2018,,3 - d16,VILLA SALOME,MDIwMDYwMzAwMDkwMDAwfDUyNzl8MjAxOA==,ABDON MILTON MORALES MELGAREJO,Construcción Nueva,Residencial,250.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,79.43 m2,9.15 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDYwMzAwMDkwMDAwfDUyNzl8MjAxOA==
,044 1292 0009 0000,15/nov./2018,PIAC SUR 1748,,4P.R - d19,CALACOTO,MDQ0MTI5MjAwMDkwMDAwfDUyODR8MjAxOA==,JORGE NELSON ROCHA RIVEROS,Construcción Nueva,Residencial,915.10 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,22.59 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,6 unidades,3.10 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTI5MjAwMDkwMDAwfDUyODR8MjAxOA==
,047 0026 0009 0000,30/nov./2018,DATC PIAC SUR 1801,,4P - d18,BOLOGNIA,MDQ3MDAyNjAwMDkwMDAwfDUyODZ8MjAxOA==,JULIO MAURICIO STEVERLYNCK CAREAGA,Construcción Nueva,Residencial,604.20 m2,0 plantas,604.00 m2,0.00 m2,0 plantas,202.87 m2,48.90 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,11 unidades,3.00 ml,0.00 ml,1 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ3MDAyNjAwMDkwMDAwfDUyODZ8MjAxOA==
,044 0257 0017 0000,07/dic./2018,DATC PIAC SUR 1835,,4 - d18,IRPAVI,MDQ0MDI1NzAwMTcwMDAwfDUyOTJ8MjAxOA==,GABRIEL  KIYOSHI MIZUTANI PEREDO,Construcción Nueva,Residencial,560.00 m2,0 plantas,511.95 m2,0.00 m2,1 plantas,229.40 m2,18.28 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,22 unidades,5.00 ml,0.00 ml,0 plantas,8 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDI1NzAwMTcwMDAwfDUyOTJ8MjAxOA==
,033 0078 0003 0000,21/dic./2018,DATC PIAC CAMACHO 1011,,3 - d5,VILLA NUEVO POTOSI,MDMzMDA3ODAwMDMwMDAwfDUzMDJ8MjAxOA==,ERICK GUSTAVO CLAVIJO RODRIGUEZ,Construcción Nueva,Residencial,136.39 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,40.92 m2,12.08 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMzMDA3ODAwMDMwMDAwfDUzMDJ8MjAxOA==
,044 1021 0003 0000,07/dic./2018,PIAC SUR 1850,,4P - d19,URB. CASEGURAL,MDQ0MTAyMTAwMDMwMDAwfDUzMDh8MjAxOA==,JAEL SAAVEDRA LUNA DE CARPIO,Construcción Nueva,Residencial,300.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,90.69 m2,15.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.00 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTAyMTAwMDMwMDAwfDUzMDh8MjAxOA==
,019 0015 0017 0000,11/dic./2018,DATC PIAC CAMACHO 979,,3C - d1,EL ROSARIO,MDE5MDAxNTAwMTcwMDAwfDUzMDl8MjAxOA==,FROILAN ESPEJO GUARACHI,Construcción Nueva,Residencial,140.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,14.02 m2,6.10 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,6 plantas,0.40 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE5MDAxNTAwMTcwMDAwfDUzMDl8MjAxOA==
,014 0023 0006 0000,22/nov./2018,DATC PIAC CAMACHO 940,,3F - d2,MIRAFLORES,MDE0MDAyMzAwMDYwMDAwfDUzMTB8MjAxOA==,EVELYN NIEVES BARROZO BARRIOS,Ampliación,Residencial,271.21 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,84.97 m2,10.01 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,3.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE0MDAyMzAwMDYwMDAwfDUzMTB8MjAxOA==
,011 0034 0039 0000,20/nov./2018,DATC PIAC CAMACHO 931/2018,CITE: EETC MT-GDP-DIP-CPV-1008-CAR/18,,EL TEJAR,MDExMDAzNDAwMzkwMDAwfDUzMTh8MjAxOA==,CARLOS WILSON LEMA RAMOS,Construcción Nueva,Residencial Mixta,null m2,0 plantas,98.50 m2,0.00 m2,1 plantas,12.69 m2,8.88 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.60 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDExMDAzNDAwMzkwMDAwfDUzMTh8MjAxOA==
,006 1504 0016 0000,22/nov./2018,SERMAT II 750/2018,,2 - d12,VILLA FATIMA,MDA2MTUwNDAwMTYwMDAwfDUzNDJ8MjAxOA==,PEDRO RAFAEL QUEHUI MORALES,Construcción Nueva,Residencial,220.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,28.05 m2,3.50 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MTUwNDAwMTYwMDAwfDUzNDJ8MjAxOA==
,044 0414 0006 0000,19/nov./2018,PIAC SUR 1762,,4AC - d18,ACHUMANI,MDQ0MDQxNDAwMDYwMDAwfDUzNDd8MjAxOA==,JORGE NELSON ROCHA RIVEROS,Construcción Nueva,Estación de Servicio,662.79 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,66.29 m2,63.52 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDQxNDAwMDYwMDAwfDUzNDd8MjAxOA==
,037 0026 0041 0000,28/nov./2018,DATC PIAC CAMACHO 949/2018,,3 - d8,VILLA VICTORIA,MDM3MDAyNjAwNDEwMDAwfDUzNTd8MjAxOA==,EDDY ARIEL NINA LOZA,Construcción Nueva,Residencial,200.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,60.00 m2,5.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,1 plantas,5 plantas,0.80 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM3MDAyNjAwNDEwMDAwfDUzNTd8MjAxOA==
,028 0057 0004 0000,27/nov./2018,DATC PIAC CAMACHO 942/2018,,3F - d3,SOPOCACHI,MDI4MDA1NzAwMDQwMDAwfDUzNzl8MjAxOA==,CARLOS ALCIDES ADRIAZOLA GUILLEN,Construcción Nueva,Residencial,1882.85 m2,0 plantas,1417.61 m2,0.00 m2,2 plantas,580.55 m2,41.66 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,65 unidades,3.15 ml,0.00 ml,0 plantas,6 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI4MDA1NzAwMDQwMDAwfDUzNzl8MjAxOA==
rechazada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sitservicios.lapaz.bo/situtiles/pc/?MDE3MDE0MjAwMTAwMDAwfDUzODF8MjAxOA==
,006 1909 0031 0000,27/nov./2018,DATC SERMAT II 766/2018,,2 - d12,CUPILUPACA,MDA2MTkwOTAwMzEwMDAwfDUzODR8MjAxOA==,NICASIO GERMAN QUISBERT SARCO,Construcción Nueva,Residencial,197.45 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,20.00 m2,10.21 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MTkwOTAwMzEwMDAwfDUzODR8MjAxOA==
,018 0154 0006 0000,22/nov./2018,DATC PIAC CAMACHO 938/2018,,2.R - d10,PANTICIRCA,MDE4MDE1NDAwMDYwMDAwfDU0MzV8MjAxOA==,SANTOS CONDORI ICHUTA,Construcción Nueva,Residencial,235.30 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,11.16 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE4MDE1NDAwMDYwMDAwfDU0MzV8MjAxOA==
,005 0015 0011 0000,22/nov./2018,DATC PIAC CAMACHO 939/2018,,3C - d8,CALLAMPAYA,MDA1MDAxNTAwMTEwMDAwfDU0NDd8MjAxOA==,EDMUNDO CRUZ CATARI,Construcción Nueva,Residencial Mixta,214.26 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,21.60 m2,10.40 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA1MDAxNTAwMTEwMDAwfDU0NDd8MjAxOA==
